latitude,longitude,type,severity,date
44.2162495219965,-76.448611549102,public disturbance,0.61,2017-02-15
44.24135001941562,-76.44292480386035,theft,0.51,2021-07-09
44.229416875776565,-76.48082339962787,assault,0.25,2022-02-13
44.257301065955424,-76.44804071574539,burglary,0.63,2016-08-09
44.2432739660514,-76.47996792939817,burglary,0.28,2023-01-30
44.237569642049834,-76.4835485069083,theft,0.44,2021-06-10
44.263601326340265,-76.46255088960893,burglary,0.75,2019-02-12
44.21068006853946,-76.47869900865037,burglary,0.43,2018-05-11
44.213825710752424,-76.43820880130322,drug offense,0.89,2021-08-05
44.2223145602983,-76.4892403898324,drug offense,0.2,2019-07-10
44.24308977017986,-76.43969905314295,assault,0.93,2015-12-14
44.24639696571731,-76.48996384470456,drug offense,0.94,2020-08-24
44.2396178674926,-76.4301226239636,drug offense,0.89,2021-03-15
44.231608576145646,-76.47058088133694,public disturbance,0.2,2019-02-15
44.21537441923844,-76.5024239312996,theft,0.33,2015-01-24
44.22112798167533,-76.47068735842012,drug offense,0.91,2018-09-20
44.22510633092102,-76.47737479150959,burglary,0.73,2023-08-13
44.21779352563011,-76.5010468211161,assault,0.52,2016-09-20
44.254207020987536,-76.46121087531131,vandalism,0.8,2016-09-26
44.229448053443136,-76.45562536994548,fraud,0.77,2016-03-02
44.22803466191465,-76.47091689291624,public disturbance,0.3,2016-03-27
44.22370051610732,-76.46710366312466,public disturbance,0.52,2021-12-29
44.22434904723252,-76.5048110493366,drug offense,0.78,2021-11-25
44.22077548508745,-76.4852926931837,drug offense,0.88,2016-12-24
44.24654511156489,-76.47036121513497,assault,0.9,2019-07-16
44.26763920502874,-76.4332815891136,fraud,0.73,2020-07-31
44.23303616831036,-76.50078161064313,drug offense,0.26,2023-09-06
44.2328270520835,-76.50932461849521,assault,0.51,2016-05-22
44.260071065175346,-76.46696448478392,drug offense,0.96,2018-08-09
44.24851418409383,-76.46931342925956,burglary,0.65,2023-01-18
44.256071288386046,-76.46817006156367,fraud,0.6,2023-12-25
44.23778066113053,-76.46134458810803,theft,0.79,2020-12-02
44.25284713242845,-76.49679568104915,vandalism,0.58,2019-08-24
44.259624428920965,-76.4515208585122,theft,0.68,2023-01-07
44.24162910901519,-76.48460670902384,fraud,0.88,2015-12-24
44.22945611385649,-76.4777922383457,assault,0.99,2019-04-03
44.224376407726254,-76.47881328418136,drug offense,0.74,2015-03-06
44.24326311183761,-76.47507534638544,drug offense,0.94,2016-06-30
44.263161090222205,-76.47698705298892,vandalism,0.53,2017-01-31
44.257878049812824,-76.46402709732239,vandalism,0.19,2015-11-15
44.224674145913326,-76.48045050567805,vandalism,0.36,2019-07-31
44.23351696776083,-76.46738602687036,vandalism,0.26,2017-07-30
44.26366775838227,-76.46601131472434,theft,0.9,2016-04-23
44.234015607491614,-76.50691597594931,public disturbance,0.76,2021-06-14
44.229327128090375,-76.45151124167404,theft,0.96,2022-11-14
44.24728896038686,-76.47653951898018,fraud,0.23,2020-09-17
44.24668985525717,-76.50223068913697,public disturbance,0.34,2017-06-16
44.21207928474427,-76.43623584968805,drug offense,0.49,2020-02-24
44.25316638812922,-76.44463022493456,assault,0.98,2022-01-06
44.24984774457232,-76.44195513457805,public disturbance,0.77,2021-01-07
44.25035379029779,-76.47935609963886,drug offense,0.77,2021-07-24
44.24568511341002,-76.49239939131519,burglary,0.85,2020-02-05
44.21022712428783,-76.46589108411602,drug offense,0.81,2016-05-01
44.23912756935687,-76.48099922977424,burglary,0.69,2019-12-09
44.26908063590298,-76.47445047266947,theft,0.13,2016-03-06
44.24186529857266,-76.47941020041799,burglary,0.4,2019-02-21
44.234550096365666,-76.48843301950484,vandalism,0.11,2020-06-13
44.235443517699196,-76.48270516355231,drug offense,0.99,2018-08-26
44.26489857817688,-76.4534092781076,burglary,0.19,2023-03-16
44.22334312923129,-76.484547367819,drug offense,0.75,2023-08-22
44.26313030131159,-76.44083654439108,assault,0.64,2018-11-30
44.245756200095784,-76.4555583745939,theft,0.12,2023-04-05
44.21318880793195,-76.43866159512737,assault,0.53,2018-01-25
44.258379536708226,-76.50058129435477,vandalism,0.22,2023-04-25
44.22677907347191,-76.45617136729328,vandalism,0.82,2020-02-03
44.2549738151314,-76.49163371663649,burglary,0.51,2020-02-05
44.25642249718671,-76.4461690010338,public disturbance,0.16,2019-10-08
44.21574344086526,-76.4736063489053,public disturbance,0.3,2020-02-06
44.21522226735427,-76.45862577056043,drug offense,0.41,2023-02-10
44.22190810400684,-76.49811846583928,assault,0.28,2023-03-28
44.23800415314872,-76.4946393428224,vandalism,0.84,2023-02-02
44.22687976966162,-76.48430604013052,assault,0.96,2023-11-19
44.23915910324564,-76.48721936541212,assault,0.93,2015-10-20
44.23252012515408,-76.44729973164024,burglary,0.15,2019-12-06
44.24200064284872,-76.47247942545964,theft,0.98,2022-01-05
44.24392062963014,-76.49886421790211,vandalism,0.21,2019-04-10
44.23084411435743,-76.47669280618682,public disturbance,0.26,2017-06-20
44.244793766009614,-76.47642653278842,theft,0.83,2015-02-12
44.2193516625465,-76.46797259669268,burglary,0.61,2016-04-13
44.26037816820264,-76.46643262393063,theft,0.3,2015-03-19
44.22540367224376,-76.45550432198335,drug offense,0.86,2019-09-05
44.244154554071194,-76.45648205264389,fraud,0.41,2015-08-26
44.233422370970565,-76.4842557946816,drug offense,0.65,2015-09-15
44.258798861509426,-76.46058762225074,vandalism,0.17,2021-03-11
44.234328824373925,-76.48195487641128,assault,0.97,2019-09-01
44.21830221227232,-76.46796802543166,vandalism,0.64,2020-02-05
44.21015023928166,-76.50872821639103,fraud,0.39,2022-03-20
44.22801265383541,-76.47283367362247,assault,0.16,2016-09-24
44.24779430867075,-76.5091388854679,vandalism,0.54,2019-01-04
44.24567942513322,-76.48836680037867,assault,0.52,2021-08-19
44.2657163593709,-76.49744953808006,burglary,0.66,2017-12-01
44.25332973124618,-76.50103051652805,vandalism,0.22,2015-04-22
